종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021-2020통합등급,2021-2020환경,2021-2020사회,2021-2020지배구조,2022-2021통합등급,2022-2021환경,2022-2021사회,2022-2021지배구조,2023-2022통합등급,2023-2022환경,2023-2022사회,2023-2022지배구조,2024-2023통합등급,2024-2023환경,2024-2023사회,2024-2023지배구조,종목코드,시장구분,업종명,시가총액
송원산업,3.0,6.0,6.0,1.0,3.0,6.0,6.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,6.0,6.0,3.0,-2.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4430,KOSPI,화학,324000000000.0
수산중공업,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,5.0,5.0,5.0,5.0,-2.0,-4.0,-2.0,1.0,-2.0,0.0,-2.0,-3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,17550,KOSPI,기계,124611062610.0
스타리츠,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,204210,KOSPI,서비스업,30798517025.0
스틱인베스트먼트,5.0,3.0,7.0,5.0,5.0,3.0,7.0,5.0,,,,,3.0,1.0,3.0,6.0,5.0,1.0,5.0,6.0,-2.0,0.0,-2.0,0.0,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,26890,KOSPI,기타금융,360099432000.0
시디즈,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,0.0,2.0,0.0,-2.0,0.0,-2.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,134790,KOSPI,기타제조업,59000000000.0
시알홀딩스,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,2.0,-4.0,-2.0,-2.0,-4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,,,,
신대양제지,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,-2.0,-2.0,0.0,-4.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,16590,KOSPI,종이목재,229697574000.0
신도리코,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,6.0,3.0,3.0,3.0,6.0,5.0,5.0,6.0,5.0,-2.0,-2.0,-3.0,1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,29530,KOSPI,전기전자,373969075900.0
신라교역,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0,3.0,1.0,3.0,5.0,0.0,0.0,-2.0,1.0,-2.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4970,KOSPI,"농업, 임업 및 어업",135680000000.0
신성이엔지,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,6.0,3.0,3.0,3.0,5.0,2.0,2.0,0.0,1.0,-4.0,-4.0,0.0,-3.0,0.0,2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,11930,KOSPI,전기전자,428164154080.0
신성통상,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,3.0,0.0,0.0,2.0,2.0,-2.0,-2.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5390,KOSPI,유통업,255657225810.0
신세계,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4170,KOSPI,유통업,1618547756400.0
신세계I&C,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,35510,KOSPI,서비스업,193500000000.0
신세계건설,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,3.0,7.0,7.0,5.0,3.0,5.0,6.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34300,KOSPI,건설업,80709761600.0
신세계인터내셔날,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,0.0,1.0,0.0,0.0,-1.0,-3.0,-1.0,-1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,31430,KOSPI,유통업,637245000000.0
신세계푸드,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,3.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,-2.0,-3.0,-1.0,-1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,31440,KOSPI,서비스업,132438816000.0
신송홀딩스,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,6.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,-2.0,-2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6880,KOSPI,유통업,88479857840.0
신영와코루,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,2.0,-2.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5800,KOSPI,섬유의복,82620000000.0
신영증권,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,3.0,6.0,6.0,5.0,1.0,3.0,6.0,5.0,1.0,5.0,6.0,0.0,0.0,-2.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1720,KOSPI,증권,625509471600.0
신원,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,2.0,-2.0,0.0,-2.0,-2.0,2.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,9270,KOSPI,섬유의복,131310535680.0
신일전자,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,1.0,3.0,5.0,0.0,0.0,-2.0,1.0,-2.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700,KOSPI,유통업,132361531623.0
신풍,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,6.0,5.0,5.0,6.0,5.0,6.0,3.0,5.0,1.0,-1.0,2.0,1.0,-5.0,-4.0,-4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2870,KOSPI,유통업,29470184100.0
신풍제약,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,6.0,5.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,-4.0,0.0,-2.0,-5.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,19170,KOSPI,의약품,722715263600.0
신한지주,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55550,KOSPI,기타금융,22566119380200.0
신흥,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,-4.0,0.0,-2.0,-4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4080,KOSPI,유통업,142120000000.0
쌍방울,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,102280,KOSPI,섬유의복,70637282701.0
쌍용씨앤이,6.0,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,1.0,2.0,1.0,0.0,-1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,
써니전자,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,-2.0,0.0,0.0,-2.0,0.0,-4.0,-2.0,0.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,4770,KOSPI,전기전자,72304681480.0
씨아이테크,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4920,KOSPI,기타제조업,59628359463.0
씨에스윈드,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,-2.0,2.0,-3.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,112610,KOSPI,기계,2146524412700.0
씨티알모빌리티,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,6.0,5.0,1.0,5.0,6.0,,,,,-,-,-,-,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,308170,KOSPI,운수장비,78867600000.0
아남전자,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,-2.0,-2.0,0.0,-4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8700,KOSPI,전기전자,141986793620.0
아모레퍼시픽,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90430,KOSPI,화학,8288423950300.0
아모레퍼시픽그룹,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,
아세아,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2030,KOSPI,서비스업,490830336000.0
아세아시멘트,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,3.0,5.0,6.0,3.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,-3.0,-1.0,0.0,-2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,183190,KOSPI,비금속광물,386943954300.0
아세아제지,3.0,5.0,6.0,1.0,3.0,5.0,6.0,1.0,3.0,3.0,6.0,1.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2310,KOSPI,종이목재,385577411100.0
아센디오,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,,,,,-,-,-,-,-2.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12170,KOSPI,서비스업,112372894480.0
아시아나IDT,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,5.0,3.0,-2.0,4.0,-2.0,-2.0,2.0,-4.0,0.0,2.0,-2.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,267850,KOSPI,서비스업,174381000000.0
아시아나항공,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,7.0,3.0,3.0,6.0,7.0,1.0,3.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,20560,KOSPI,운수창고업,798438227720.0
아이마켓코리아,3.0,3.0,6.0,3.0,3.0,3.0,6.0,3.0,3.0,1.0,6.0,3.0,5.0,1.0,6.0,6.0,5.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,-3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,122900,KOSPI,유통업,280467967600.0
아이에스동서,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10780,KOSPI,비금속광물,781842678400.0
아이에이치큐,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,6.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,
아주스틸,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,139990,KOSPI,철강금속,163474528020.0
알루코,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,-2.0,-2.0,-4.0,0.0,-2.0,-2.0,2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1780,KOSPI,철강금속,314698712160.0
애경산업,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,5.0,3.0,6.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18250,KOSPI,화학,530839693500.0
애경케미칼,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,3.0,5.0,5.0,6.0,3.0,5.0,0.0,-1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,161000,KOSPI,화학,586216943450.0
에넥스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,0.0,-2.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11090,KOSPI,기타제조업,28915970962.0
에스디바이오센서,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,137310,KOSPI,의료정밀,1238549662350.0
에스메디,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,1.0,3.0,5.0,2.0,0.0,2.0,0.0,-4.0,0.0,-4.0,-4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,118000,KOSPI,유통업,74672560849.0
에스엘,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,6.0,1.0,3.0,1.0,0.0,5.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5850,KOSPI,운수장비,1439904120000.0
에스엠벡셀,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,3.0,3.0,3.0,3.0,-,-,-,-,-,-,-,-,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,10580,KOSPI,운수장비,171550213920.0
에스원,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,7.0,5.0,7.0,7.0,6.0,5.0,7.0,6.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12750,KOSPI,서비스업,2317949858000.0
에스제이엠,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,3.0,5.0,6.0,3.0,3.0,5.0,3.0,2.0,0.0,0.0,3.0,-4.0,-2.0,-2.0,-3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
에스제이엠홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
에스제이지세종,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,6.0,3.0,2.0,0.0,-1.0,2.0,-2.0,-4.0,0.0,-4.0,-2.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,33530,KOSPI,운수장비,158857687310.0
에스케이바이오팜,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,7.0,,,,,,,,,-,-,-,-,-,-,-,-,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,
에쓰씨엔지니어링,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23960,KOSPI,건설업,49423494464.0
에어부산,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,3.0,3.0,6.0,3.0,0.0,0.0,-1.0,-2.0,-2.0,0.0,-2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,298690,KOSPI,운수창고업,310262400000.0
에이리츠,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,140910,KOSPI,서비스업,13969290160.0
에이블씨엔씨,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,1.0,5.0,5.0,6.0,3.0,6.0,6.0,3.0,1.0,5.0,3.0,3.0,2.0,1.0,3.0,-1.0,-2.0,-1.0,-1.0,-2.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,78520,KOSPI,화학,169612329720.0
에이엔피,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,-2.0,0.0,2.0,-2.0,-2.0,-2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15260,KOSPI,전기전자,52019778782.0
에이프로젠,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,-2.0,2.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7460,KOSPI,기계,384543698616.0
에이프로젠바이오로직스,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3060,KOSPI,의약품,101061560424.0
에이플러스에셋,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,,,,,,,,,-,-,-,-,-,-,-,-,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,244920,KOSPI,기타금융,84100617960.0
에코바이브,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
엔씨소프트,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,1.0,6.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36570,KOSPI,서비스업,3740965348800.0
엔에이치엔,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,3.0,7.0,7.0,5.0,1.0,6.0,6.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,
엔케이,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-2.0,-2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,85310,KOSPI,기계,70705283168.0
엔피씨,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
엘앤에프,,,,,,,,,,,,,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,1.0,0.0,0.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,66970,KOSPI,전기전자,5554418127600.0
엘에스일렉트릭,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,
엠씨넥스,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,,,,,3.0,3.0,5.0,5.0,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,97520,KOSPI,전기전자,412588949400.0
영보화학,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,-2.0,0.0,-4.0,-2.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14440,KOSPI,화학,68800000000.0
영원무역,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,5.0,6.0,1.0,5.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,111770,KOSPI,유통업,1699344797800.0
영원무역홀딩스,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,6.0,3.0,7.0,6.0,6.0,7.0,5.0,1.0,5.0,5.0,2.0,5.0,1.0,2.0,-4.0,-3.0,0.0,-4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,9970,KOSPI,기타금융,1206749892000.0
영진약품,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,5.0,1.0,6.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3520,KOSPI,의약품,375844562205.0
영풍,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,3.0,6.0,5.0,3.0,1.0,3.0,6.0,3.0,1.0,5.0,1.0,0.0,0.0,-2.0,5.0,2.0,2.0,3.0,-1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,670,KOSPI,철강금속,723921720000.0
영풍제지,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,-4.0,-2.0,-2.0,-4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6740,KOSPI,종이목재,86038455948.0
영화금속,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,5.0,5.0,3.0,5.0,-2.0,-2.0,0.0,1.0,-2.0,-2.0,-2.0,-3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12280,KOSPI,운수장비,45361435390.0
영흥,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,-1.0,0.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,12160,KOSPI,철강금속,50047323768.0
예스코홀딩스,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,1.0,6.0,6.0,1.0,4.0,0.0,0.0,-1.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15360,KOSPI,서비스업,233400000000.0
